"V1","V2"
0.502240779898534,0.635554087277823
0.506237332175793,0.634432801760087
0.506699018062825,0.625667266135772
0.508161697846514,0.661791501215184
0.513398257362196,0.63978663355616
0.517280056688094,0.625842834635961
0.518706751753409,0.633845490244719
0.522955497593507,0.687600520974558
0.544041681477297,0.666837853556487
0.572163369058641,0.729871856365037
0.625667266135772,0.692468368467326
0.625842834635961,0.724506696099153
0.633845490244719,0.723288215197308
0.634432801760087,0.733122428184916
0.635554087277823,0.71424311170075
0.63978663355616,0.72645540442802
0.661791501215184,0.750523464536289
0.666837853556487,0.768775569091506
0.687600520974558,0.772842373776594
0.692468368467326,0.777119666463464
0.71424311170075,0.778353099752612
0.723288215197308,0.794843883158981
0.724506696099153,0.784128009879631
0.72645540442802,0.825010093799189
0.729871856365037,0.84542513966114
0.733122428184916,0.812678401568988
0.750523464536289,0.806331301554646
0.768775569091506,0.822435947187611
0.772842373776594,0.844159627521271
0.777119666463464,0.817368841067203
0.778353099752612,0.846063357900426
0.784128009879631,0.840013855417506
0.794843883158981,0.835162614387095
0.806331301554646,0.860979235502566
0.812678401568988,0.864876360463724
0.817368841067203,0.868161714704534
0.822435947187611,0.886555537225751
0.825010093799189,0.869399929203768
0.835162614387095,0.881366769995036
0.840013855417506,0.883371129651175
0.844159627521271,0.89668115251476
0.84542513966114,0.905724660177858
0.846063357900426,0.876483445223954
0.860979235502566,0.902076394453077
0.864876360463724,0.898594121938525
0.868161714704534,0.917215939291724
0.869399929203768,0.913095732684432
0.876483445223954,0.926865758074774
0.881366769995036,0.911222125092149
0.883371129651175,0.921355112838748
0.886555537225751,0.922443139952477
0.89668115251476,0.936358330602883
0.898594121938525,0.926825156512044
0.902076394453077,0.937034346131925
0.905724660177858,0.952734621795627
0.911222125092149,0.955092222454816
0.913095732684432,0.93347169834879
0.917215939291724,0.94389019992826
0.921355112838748,0.93767122903513
0.922443139952477,0.950225762027878
0.926825156512044,0.960373594095233
0.926865758074774,0.943886000686148
0.93347169834879,0.975118496236345
0.936358330602883,0.955632690590817
0.937034346131925,0.955381136371527
0.93767122903513,0.961116797533443
0.943886000686148,0.967190658147781
0.94389019992826,0.945795245270553
0.945795245270553,0.989175476616427
0.950225762027878,0.963565341411487
0.952734621795627,0.97847340655855
0.954606268922673,0.959027072421303
0.955092222454816,0.963104898192768
0.955381136371527,0.954606268922673
0.955632690590817,0.963493442379812
0.959027072421303,0.977652482276581
0.95912116627846,0.977870073738652
0.960373594095233,0.973720216215105
0.961116797533443,0.970099487965467
0.963104898192768,0.982501239415925
0.963493442379812,0.979215435599009
0.963565341411487,0.967599888302922
0.964582143615339,0.95912116627846
0.964768208990715,0.985703291584572
0.964926797295768,0.977379067666274
0.967190658147781,0.983850460373975
0.967497114787777,0.972236184694934
0.967599888302922,0.97475105305359
0.968352054975552,0.987144457639852
0.970099487965467,0.976642514268358
0.970715656899159,0.977694313546654
0.971241105457834,0.986555718174782
0.97130601484633,0.964582143615339
0.972236184694934,0.975410131254787
0.972286827247305,0.997150679886438
0.972616860459062,0.929713171818929
0.973577124149001,0.937090432503277
0.973720216215105,0.98931188235556
0.97475105305359,0.989830436108106
0.975118496236345,0.976864763400247
0.975410131254787,0.975704603242879
0.975704603242879,0.977566276146736
0.975945388918133,0.938733779459974
0.976642514268358,0.964926797295768
0.976727052033194,0.978298653037768
0.976864763400247,0.992848054512807
0.976943238984076,0.980350329360011
0.977067569172884,0.99125427472185
0.977169593527896,0.954245768681924
0.977280744269281,0.964768208990715
0.977379067666274,0.980707998167213
0.977566276146736,0.982015527678134
0.977652482276581,0.967497114787777
0.977694313546654,0.994310057939376
0.977870073738652,0.978512091268113
0.978188761887773,0.985185093047814
0.978298653037768,0.97130601484633
0.97847340655855,0.971241105457834
0.978512091268113,1
0.979215435599009,0.977280744269281
0.979394261312378,0.984758440260012
0.979521335270796,0.99208924300178
0.980350329360011,0.988363476670807
0.980484803116584,0.985115073763503
0.980707998167213,0.989235735418791
0.980944021765488,0.994444437256685
0.982015527678134,0.977067569172884
0.982501239415925,0.979394261312378
0.983850460373975,0.987342763237302
0.984319100769945,0.993113090690725
0.98433730629435,0.995612733346644
0.984664356159668,0.986945455937953
0.984758440260012,0.985177706276166
0.985115073763503,1
0.985177706276166,0.994943818981013
0.985185093047814,1
0.985700018683982,0.941964460132735
0.985703291584572,0.991899946020934
0.985897225862822,0.973577124149001
0.986498246344788,0.972616860459062
0.986522512261356,0.975945388918133
0.986555718174782,0.978188761887773
0.98656744647102,0.947913325398009
0.986945455937953,0.979521335270796
0.987144457639852,0.932634464160673
0.987342763237302,1
0.987708610929386,0.991740160218065
0.988127553435713,0.998475880232623
0.988363476670807,0.986498246344788
0.988797705283524,0.98433730629435
0.988868436105999,0.997820005624882
0.988967024317564,0.976943238984076
0.989175476616427,0.976727052033194
0.989235735418791,1
0.98931188235556,0.984664356159668
0.989830436108106,0.970715656899159
0.990321965197984,0.992372720569984
0.990425484452164,0.999495464834953
0.990945165217164,0.994374635338837
0.991091327763823,0.985897225862822
0.99125427472185,1
0.991300831795521,1
0.991410299001603,0.988967024317564
0.991740160218065,0.977169593527896
0.991899946020934,0.980944021765488
0.99208924300178,1
0.99215225718106,0.99729733823188
0.992372720569984,0.996961325518207
0.992652049113714,0.999132024128378
0.992848054512807,0.991300831795521
0.993113090690725,0.994382811781813
